,id,fk_plan
932,3392,64
933,3393,64
934,3394,64
935,3395,64
936,3396,64
937,3397,64
938,3402,64
939,3403,64
940,3404,64
941,3405,64
942,3418,64
943,3419,64
944,3420,64
945,3421,64
946,3426,65
947,3427,65
948,3428,65
949,3429,65
950,3430,65
951,3431,65
952,3432,65
953,3433,65
954,3438,65
955,3439,65
956,3440,65
957,3441,65
958,3454,65
959,3455,65
960,3456,65
961,3457,65
962,3462,64
963,3464,64
964,3465,64
965,3470,65
966,3472,65
967,3473,65
968,3478,64
969,3480,64
970,3481,64
971,3486,65
972,3488,65
973,3489,65
974,3537,66
975,3538,66
976,3539,66
977,3540,66
978,3541,66
979,3542,66
980,3543,66
981,3544,66
982,3549,66
983,3550,66
984,3551,66
985,3552,66
986,3565,66
987,3566,66
988,3567,66
989,3568,66
990,3573,67
991,3574,67
992,3575,67
993,3576,67
994,3577,67
995,3578,67
996,3579,67
997,3580,67
998,3585,67
999,3586,67
1000,3587,67
1001,3588,67
1002,3601,67
1003,3602,67
1004,3603,67
1005,3604,67
1006,3609,66
1007,3611,66
1008,3612,66
1009,3617,67
1010,3619,67
1011,3620,67
1012,3625,66
1013,3627,66
1014,3628,66
1015,3633,67
1016,3635,67
1017,3636,67
1018,3685,68
1019,3686,68
1020,3687,68
1021,3688,68
1022,3689,68
1023,3690,68
1024,3691,68
1025,3692,68
1026,3697,68
1027,3698,68
1028,3699,68
1029,3700,68
1030,3713,68
1031,3714,68
1032,3715,68
1033,3716,68
1034,3721,68
1035,3722,68
1036,3723,68
1037,3724,68
1038,3725,68
1039,3726,68
1040,3727,68
1041,3728,68
1042,3733,68
1043,3734,68
1044,3735,68
1045,3736,68
1046,3749,68
1047,3750,68
1048,3751,68
1049,3752,68
1050,3757,68
1051,3759,68
1052,3760,68
1053,3765,68
1054,3767,68
1055,3768,68
1056,3773,68
1057,3775,68
1058,3776,68
1059,3781,68
1060,3783,68
1061,3784,68
1062,3833,69
1063,3834,69
1064,3835,69
1065,3836,69
1066,3837,69
1067,3838,69
1068,3839,69
1069,3840,69
1070,3845,69
1071,3846,69
1072,3847,69
1073,3848,69
1074,3861,69
1075,3862,69
1076,3863,69
1077,3864,69
1078,3869,69
1079,3870,69
1080,3871,69
1081,3872,69
1082,3873,69
1083,3874,69
1084,3875,69
1085,3876,69
1086,3881,69
1087,3882,69
1088,3883,69
1089,3884,69
1090,3897,69
1091,3898,69
1092,3899,69
1093,3900,69
1094,3905,69
1095,3907,69
1096,3908,69
1097,3913,69
1098,3915,69
1099,3916,69
1100,3921,69
1101,3923,69
1102,3924,69
1103,3929,69
1104,3931,69
1105,3932,69
1106,3981,70
1107,3982,70
1108,3983,70
1109,3984,70
1110,3985,70
1111,3986,70
1112,3987,70
1113,3988,70
1114,3993,70
1115,3994,70
1116,3995,70
1117,3996,70
1118,4009,70
1119,4010,70
1120,4011,70
1121,4012,70
1122,4017,70
1123,4018,70
1124,4019,70
1125,4020,70
1126,4021,70
1127,4022,70
1128,4023,70
1129,4024,70
1130,4029,70
1131,4030,70
1132,4031,70
1133,4032,70
1134,4045,70
1135,4046,70
1136,4047,70
1137,4048,70
1138,4053,70
1139,4055,70
1140,4056,70
1141,4061,70
1142,4063,70
1143,4064,70
1144,4069,70
1145,4071,70
1146,4072,70
1147,4077,70
1148,4079,70
1149,4080,70
1150,4207,71
1151,4209,71
1152,4210,71
1153,4214,71
1154,4215,71
1155,4217,71
1156,4218,71
1157,4222,71
1158,4223,71
1159,4225,71
1160,4226,71
1161,4230,71
1162,4232,71
1163,4233,71
1164,4244,72
1165,4246,72
1166,4247,72
1167,4251,72
1168,4253,72
1169,4254,72
1170,4258,72
1171,4260,72
1172,4261,72
1173,4265,72
1174,4267,72
1175,4268,72
1176,4277,74
1177,4281,74
1178,4298,75
1179,4299,75
1181,4301,75
1182,4304,75
1183,4305,75
1184,4312,76
1185,4313,76
1187,4315,76
1188,4318,76
1189,4319,76
1190,4326,75
1191,4327,75
1193,4329,75
1194,4332,75
1195,4333,75
1196,4340,76
1197,4341,76
1199,4343,76
1200,4346,76
1201,4347,76
1202,4368,77
1204,4370,77
1205,4373,77
1206,4377,77
1207,4378,77
1209,4381,77
1210,4398,78
1211,4399,78
1213,4401,78
1214,4404,78
1215,4405,78
1216,4412,78
1217,4413,78
1219,4415,78
1220,4418,78
1221,4419,78
1222,4527,79
1223,4528,79
1224,4530,79
1225,4531,79
1226,4536,79
1227,4537,79
1228,4540,80
1229,4541,80
1230,4543,80
1231,4544,80
1232,4549,80
1233,4550,80
1234,4554,81
1235,4555,81
1236,4560,81
1237,4561,81
1238,4577,79
1239,4578,79
1240,4580,79
1241,4581,79
1242,4586,79
1243,4587,79
1244,4590,80
1245,4591,80
1246,4593,80
1247,4594,80
1248,4599,80
1249,4600,80
1250,4604,81
1251,4605,81
1252,4610,81
1253,4611,81
1254,4626,77
1255,4627,77
1256,4629,77
1257,4630,77
1258,4635,77
1259,4636,77
1260,4639,77
1261,4645,83
1262,4646,83
1263,4649,82
1264,4650,82
1265,4653,84
1266,4654,84
1267,4701,85
1268,4702,85
1269,4703,85
1270,4704,85
1271,4705,85
1272,4706,85
1273,4707,85
1274,4708,85
1275,4709,85
1276,4715,85
1277,4716,85
1278,4717,85
1279,4718,85
1280,4719,85
1281,4720,85
1282,4736,85
1283,4737,85
1284,4738,85
1285,4739,85
1286,4745,86
1287,4746,86
1288,4747,86
1289,4748,86
1290,4749,86
1291,4750,86
1292,4751,86
1293,4752,86
1294,4753,86
1295,4759,86
1296,4760,86
1297,4761,86
1298,4762,86
1299,4763,86
1300,4764,86
1301,4780,86
1302,4781,86
1303,4782,86
1304,4783,86
1305,4789,87
1306,4790,87
1307,4791,87
1308,4792,87
1309,4793,87
1310,4794,87
1311,4795,87
1312,4796,87
1313,4797,87
1314,4803,87
1315,4804,87
1316,4805,87
1317,4806,87
1318,4807,87
1319,4808,87
1320,4824,87
1321,4825,87
1322,4826,87
1323,4827,87
1324,5009,88
1325,5010,88
1326,5011,88
1327,5012,88
1328,5013,88
1329,5014,88
1330,5015,88
1331,5016,88
1332,5022,88
1333,5023,88
1334,5024,88
1335,5025,88
1336,5026,88
1337,5027,88
1338,5040,88
1339,5041,88
1340,5042,88
1341,5043,88
1342,5049,89
1343,5050,89
1344,5051,89
1345,5052,89
1346,5053,89
1347,5054,89
1348,5055,89
1349,5056,89
1350,5057,89
1351,5063,89
1352,5064,89
1353,5065,89
1354,5066,89
1355,5067,89
1356,5068,89
1357,5084,89
1358,5085,89
1359,5086,89
1360,5087,89
1361,5431,90
1362,5432,90
1363,5433,90
1364,5434,90
1365,5435,90
1366,5436,90
1367,5437,90
1368,5438,90
1369,5439,90
1370,5401,90
1371,5445,90
1372,5402,90
1373,5446,90
1374,5403,90
1375,5447,90
1376,5404,90
1377,5448,90
1378,5405,90
1379,5449,90
1380,5406,90
1381,5450,90
1382,5422,90
1383,5466,90
1384,5423,90
1385,5467,90
1386,5424,90
1387,5468,90
1388,5425,90
1389,5469,90
1390,5519,91
1391,5520,91
1392,5521,91
1393,5522,91
1394,5523,91
1395,5524,91
1396,5525,91
1397,5526,91
1398,5527,91
1399,5533,91
1400,5534,91
1401,5535,91
1402,5536,91
1403,5537,91
1404,5538,91
1405,5554,91
1406,5555,91
1407,5556,91
1408,5557,91
1409,5607,93
1410,5608,93
1412,5609,93
1413,5611,93
1414,5616,93
1415,5617,93
1416,5618,93
1417,5619,93
1418,5629,93
1419,5630,93
1420,5634,93
1421,5635,93
1422,5637,93
1424,5638,93
1425,5643,93
1426,5644,93
1427,5645,93
1428,5646,93
1429,5656,93
1430,5657,93
1431,5701,96
1432,5702,96
1433,5703,96
1434,5704,96
1435,5705,96
1437,5706,96
1438,5707,96
1439,5708,96
1440,5713,97
1441,5714,97
1442,5715,97
1443,5716,97
1444,5730,97
1445,5731,97
1446,5732,97
1447,5733,97
1448,5782,98
1449,5783,98
1450,5784,98
1451,5785,98
1452,5786,98
1453,5787,98
1454,5788,98
1455,5789,98
1456,5790,98
1457,5796,98
1458,5797,98
1459,5798,98
1460,5799,98
1461,5800,98
1462,5801,98
1463,5816,98
1464,5817,98
1465,5818,98
1466,5819,98
1467,6018,99
1468,6022,99
1469,6029,99
1470,6032,100
1471,6036,100
1472,6043,100
1473,6046,99
1475,6047,99
1476,6048,99
1477,6050,99
1478,6052,100
1480,6053,100
1481,6054,100
1482,6056,100
1483,6102,101
1484,6103,101
1485,6105,101
1487,6106,101
1488,6110,101
1489,6111,101
1490,6112,101
1491,6113,101
1492,6123,101
1493,6124,101
1494,6128,101
1495,6129,101
1497,6130,101
1498,6132,101
1499,6136,101
1500,6137,101
1501,6138,101
1502,6139,101
1503,6149,101
1504,6150,101
1505,6198,92
1506,6199,92
1507,6200,92
1508,6201,92
1509,6202,92
1510,6203,92
1511,6204,92
1512,6205,92
1513,6206,92
1514,6212,92
1515,6213,92
1516,6214,92
1517,6215,92
1518,6216,92
1519,6217,92
1520,6233,92
1521,6234,92
1522,6235,92
1523,6236,92
1524,6242,92
1525,6243,92
1526,6244,92
1527,6245,92
1528,6246,92
1529,6247,92
1530,6248,92
1531,6249,92
1532,6250,92
1533,6256,92
1534,6257,92
1535,6258,92
1536,6259,92
1537,6260,92
1538,6261,92
1539,6277,92
1540,6278,92
1541,6279,92
1542,6280,92
1543,6330,102
1544,6331,102
1545,6332,102
1546,6333,102
1547,6334,102
1548,6338,102
1549,6339,102
1550,6340,102
1551,6341,102
1552,6351,102
1553,6352,102
1554,6356,102
1555,6357,102
1556,6358,102
1557,6359,102
1558,6360,102
1559,6364,102
1560,6365,102
1561,6366,102
1562,6367,102
1563,6377,102
1564,6378,102
1565,6425,94
1566,6426,94
1567,6427,94
1568,6428,94
1569,6429,94
1570,6430,94
1571,6431,94
1572,6432,94
1573,6433,94
1574,6439,94
1575,6440,94
1576,6441,94
1577,6442,94
1578,6443,94
1579,6444,94
1580,6460,94
1581,6461,94
1582,6462,94
1583,6463,94
1584,6469,95
1585,6470,95
1586,6471,95
1587,6472,95
1588,6473,95
1589,6474,95
1590,6475,95
1591,6476,95
1592,6477,95
1593,6483,95
1594,6484,95
1595,6485,95
1596,6486,95
1597,6487,95
1598,6488,95
1599,6503,95
1600,6504,95
1601,6505,95
1602,6506,95
1603,6556,104
1604,6557,104
1605,6558,104
1606,6559,104
1607,6560,104
1608,6561,104
1609,6562,104
1610,6563,104
1611,6564,104
1612,6569,104
1613,6570,104
1614,6571,104
1615,6572,104
1616,6586,104
1617,6587,104
1618,6588,104
1619,6589,104
1620,6595,105
1621,6596,105
1622,6600,106
1623,6601,106
1624,6602,106
1625,6603,106
1626,6604,106
1627,6605,106
1628,6606,106
1629,6607,106
1630,6608,106
1631,6614,106
1632,6615,106
1633,6616,106
1634,6617,106
1635,6618,106
1636,6619,106
1637,6635,106
1638,6636,106
1639,6637,106
1640,6638,106
1641,6682,103
1642,6683,103
1643,6684,103
1644,6685,103
1645,6686,103
1646,6687,103
1647,6688,103
1648,6689,103
1649,6690,103
1650,6695,103
1651,6696,103
1652,6697,103
1653,6698,103
1654,6712,103
1655,6713,103
1656,6714,103
1657,6715,103
1658,6720,103
1659,6721,103
1660,6722,103
1661,6723,103
1662,6724,103
1663,6725,103
1664,6726,103
1665,6727,103
1666,6728,103
1667,6733,103
1668,6734,103
1669,6735,103
1670,6736,103
1671,6750,103
1672,6751,103
1673,6752,103
1674,6753,103
1675,6758,107
1676,6759,107
1677,6760,107
1678,6761,107
1679,6762,107
1680,6763,107
1681,6764,107
1682,6765,107
1683,6766,107
1684,6771,107
1685,6772,107
1686,6773,107
1687,6774,107
1688,6787,107
1689,6788,107
1690,6789,107
1691,6790,107
1692,6795,107
1693,6797,107
1694,6798,107
1695,6803,107
1696,6805,107
1697,6806,107
1698,6855,103
1699,6856,103
1700,6857,103
1701,6858,103
1702,6861,103
1703,6862,103
1704,6869,103
1705,6870,103
1706,6873,103
1707,6874,103
1708,6875,103
1709,6876,103
1710,6879,103
1711,6880,103
1712,6887,103
1713,6888,103
1714,6909,109
1715,6910,109
1716,6911,109
1717,6912,109
1718,6915,109
1719,6916,109
1720,6923,109
1721,6924,109
1722,6927,108
1723,6928,108
1724,6929,108
1725,6930,108
1726,6933,108
1727,6934,108
1728,6941,108
1729,6942,108
1730,7025,110
1731,7026,110
1732,7027,110
1733,7028,110
1734,7029,110
1735,7030,110
1736,7031,110
1737,7032,110
1738,7033,110
1739,7039,110
1740,7040,110
1741,7041,110
1742,7042,110
1743,7043,110
1744,7044,110
1745,7060,110
1746,7061,110
1747,7062,110
1748,7063,110
1749,7069,110
1750,7070,110
1751,7071,110
1752,7072,110
1753,7073,110
1754,7074,110
1755,7075,110
1756,7076,110
1757,7077,110
1758,7083,110
1759,7084,110
1760,7085,110
1761,7086,110
1762,7087,110
1763,7088,110
1764,7104,110
1765,7105,110
1766,7106,110
1767,7107,110
1768,7113,110
1769,7115,110
1770,7116,110
1771,7121,110
1772,7123,110
1773,7124,110
1774,7129,110
1775,7130,110
1776,7137,110
1777,7138,110
1778,7139,110
1779,7140,110
1780,7143,110
1781,7144,110
1782,7145,110
1783,7146,110
1784,7147,110
1785,7148,110
1786,7149,110
1787,7150,110
1788,7151,110
1789,7157,110
1790,7158,110
1791,7159,110
1792,7160,110
1793,7161,110
1794,7162,110
1795,7178,110
1796,7179,110
1797,7180,110
1798,7181,110
1799,7220,103
1800,7221,103
1802,7222,103
1803,7223,103
1804,7228,103
1805,7229,103
1806,7230,103
1807,7231,103
1808,7232,103
1809,7244,103
1810,7245,103
1811,7248,103
1812,7249,103
1813,7250,103
1815,7251,103
1816,7252,103
1817,7257,103
1818,7258,103
1819,7259,103
1820,7260,103
1821,7261,103
1822,7271,103
1823,7272,103
1824,7275,103
1825,7276,103
1826,7277,103
1828,7278,103
1829,7279,103
1830,7284,103
1831,7285,103
1832,7286,103
1833,7287,103
1834,7288,103
1835,7300,103
1836,7301,103
1837,7304,103
1838,7305,103
1839,7306,103
1840,7307,103
1842,7308,103
1843,7313,103
1844,7314,103
1845,7315,103
1846,7316,103
1847,7317,103
1848,7329,103
1849,7330,103
1850,7333,103
1851,7334,103
1852,7335,103
1853,7336,103
1854,7337,103
1855,7338,103
1857,7339,103
1858,7343,103
1859,7344,103
1861,7345,103
1862,7346,103
1863,7351,103
1864,7352,103
1865,7353,103
1866,7362,103
1867,7366,103
1868,7369,103
1869,7372,103
1870,7373,103
1871,7374,103
1872,7382,103
1873,7385,103
1874,7387,103
1875,7388,103
1876,7390,103
1877,7394,103
1878,7395,103
1879,7396,103
1880,7397,103
1881,7398,103
1882,7399,103
1883,7400,103
1884,7401,103
1885,7402,103
1886,7403,103
1887,7407,103
1888,7408,103
1889,7410,103
1890,7411,103
1891,7422,103
1892,7423,103
1893,7424,103
1894,7427,103
1895,7428,103
1896,7429,103
1897,7432,103
1898,7433,103
1900,7434,103
1901,7440,103
1902,7441,103
1903,7472,103
1904,7473,103
1906,7474,103
1907,7479,103
1908,7480,103
1909,7481,103
1910,7482,103
1911,7483,103
1912,7495,103
1913,7496,103
1914,7497,103
1915,7498,103
1916,7504,103
1917,7516,103
1918,7517,103
1919,7519,103
1920,7520,103
1921,7522,103
1922,7523,103
1923,7525,103
1924,7527,103
1925,7532,103
1926,7533,103
1927,7535,103
1928,7564,111
1929,7566,111
1931,7569,111
1932,7570,111
1933,7577,111
1934,7578,111
1936,7585,112
1962,7844,116
1963,7845,116
1989,7927,116
1990,7928,116
2006,7986,116
