,id,fk_plan
2007,7987,116
2018,8017,116
2019,8018,116
2030,8045,116
2031,8046,116
2057,8127,116
2058,8128,116
2084,8210,116
2085,8211,116
2106,8279,116
2107,8280,116
2113,8300,116
2114,8301,116
2120,8319,116
2121,8320,116
2142,8386,116
2143,8387,116
2149,8407,116
2150,8408,116
2156,8427,116
2157,8428,116
2178,8486,116
2179,8487,116
2185,8506,116
2186,8507,116
2192,8525,116
2193,8526,116
2219,8606,116
2220,8607,116
2246,8688,116
2247,8689,116
2273,8771,116
2274,8772,116
2300,8846,116
2301,8847,116
2307,8868,116
2308,8869,116
2314,8888,116
2315,8889,116
2336,8962,116
2337,8963,116
2343,8976,116
2344,8977,116
2350,8989,116
2351,8990,116
2372,9064,116
2373,9065,116
2379,9078,116
2380,9079,116
2386,9091,116
2387,9092,116
2413,9172,116
2414,9173,116
2440,9246,116
2441,9247,116
2462,9313,116
2463,9314,116
2464,9326,116
2465,9327,116
2466,9338,116
2467,9339,116
2488,9413,116
2489,9414,116
2505,9479,116
2506,9480,116
2517,9531,116
2518,9532,116
2519,9545,116
2520,9546,116
2521,9558,116
2522,9559,116
2533,9608,116
2534,9609,116
2535,9623,116
2536,9624,116
2537,9636,116
2538,9637,116
2549,9687,116
2550,9688,116
2561,9738,116
2562,9739,116
2573,9782,116
2574,9783,116
2575,9795,116
2576,9796,116
2577,9807,116
2578,9808,116
2589,9850,116
2590,9851,116
2591,9863,116
2592,9864,116
2593,9876,116
2594,9877,116
2605,9927,116
2606,9928,116
2617,9955,116
2618,9956,116
2629,9983,116
2630,9984,116
2636,10004,116
2637,10005,116
2643,10016,116
2644,10017,116
2650,10028,116
2651,10029,116
2662,10057,116
2663,10058,116
2674,10087,116
2675,10088,116
2681,10108,116
2682,10109,116
2688,10129,116
2689,10130,116
2695,10150,116
2696,10151,116
2702,10171,116
2703,10172,116
2709,10184,116
2710,10185,116
2716,10197,116
2717,10198,116
2723,10210,116
2724,10211,116
2735,10257,126
2736,10258,126
2737,10260,126
2738,10264,126
2739,10265,126
2740,10274,128
2741,10278,128
2742,10279,128
2753,10326,126
2754,10327,126
2755,10329,126
2756,10333,126
2757,10334,126
2758,10343,128
2759,10347,128
2760,10348,128
2771,10395,126
2772,10396,126
2773,10398,126
2774,10402,126
2775,10403,126
2776,10412,128
2777,10416,128
2778,10417,128
2789,10464,126
2790,10465,126
2791,10467,126
2792,10471,126
2793,10472,126
2794,10481,128
2795,10485,128
2796,10486,128
2807,10533,126
2808,10534,126
2809,10536,126
2810,10540,126
2811,10541,126
2812,10547,128
2813,10551,128
2814,10552,128
2825,10599,126
2826,10600,126
2827,10602,126
2828,10606,126
2829,10607,126
2830,10613,128
2831,10617,128
2832,10618,128
2843,10665,126
2844,10666,126
2845,10668,126
2846,10672,126
2847,10673,126
2848,10679,128
2849,10683,128
2850,10684,128
2861,10731,126
2862,10732,126
2863,10734,126
2864,10738,126
2865,10739,126
2866,10745,128
2867,10749,128
2868,10750,128
2879,10797,126
2880,10798,126
2881,10800,126
2882,10804,126
2883,10805,126
2884,10811,128
2885,10815,128
2886,10816,128
2897,10863,126
2898,10864,126
2899,10866,126
2900,10870,126
2901,10871,126
2902,10877,128
2903,10881,128
2904,10882,128
2915,10929,126
2916,10930,126
2917,10932,126
2918,10936,126
2919,10937,126
2920,10943,128
2921,10947,128
2922,10948,128
2933,10995,126
2934,10996,126
2935,10998,126
2936,11002,126
2937,11003,126
2938,11009,128
2939,11013,128
2940,11014,128
2951,11061,126
2952,11062,126
2953,11064,126
2954,11068,126
2955,11069,126
2956,11075,128
2957,11079,128
2958,11080,128
2969,11127,126
2970,11128,126
2971,11130,126
2972,11134,126
2973,11135,126
2974,11141,128
2975,11145,128
2976,11146,128
2987,11193,126
2988,11194,126
2989,11196,126
2990,11200,126
2991,11201,126
2992,11207,128
2993,11211,128
2994,11212,128
3005,11259,126
3006,11260,126
3007,11262,126
3008,11266,126
3009,11267,126
3010,11273,128
3011,11277,128
3012,11278,128
3023,11325,126
3024,11326,126
3025,11328,126
3026,11332,126
3027,11333,126
3028,11339,128
3029,11343,128
3030,11344,128
3041,11391,126
3042,11392,126
3043,11394,126
3044,11398,126
3045,11399,126
3046,11405,128
3047,11409,128
3048,11410,128
3059,11457,126
3060,11458,126
3061,11460,126
3062,11464,126
3063,11465,126
3064,11471,128
3065,11475,128
3066,11476,128
3077,11523,126
3078,11524,126
3079,11526,126
3080,11530,126
3081,11531,126
3082,11537,128
3083,11541,128
3084,11542,128
3095,11589,126
3096,11590,126
3097,11592,126
3098,11596,126
3099,11597,126
3100,11603,128
3101,11607,128
3102,11608,128
3113,11655,126
3114,11656,126
3115,11658,126
3116,11662,126
3117,11663,126
3118,11669,128
3119,11673,128
3120,11674,128
3131,11721,126
3132,11722,126
3133,11724,126
3134,11728,126
3135,11729,126
3136,11735,128
3137,11739,128
3138,11740,128
3149,11787,126
3150,11788,126
3151,11790,126
3152,11794,126
3153,11795,126
3154,11801,128
3155,11805,128
3156,11806,128
3167,11853,126
3168,11854,126
3169,11856,126
3170,11860,126
3171,11861,126
3172,11867,128
3173,11871,128
3174,11872,128
3185,11919,126
3186,11920,126
3187,11922,126
3188,11926,126
3189,11927,126
3190,11933,128
3191,11937,128
3192,11938,128
3203,11985,126
3204,11986,126
3205,11988,126
3206,11992,126
3207,11993,126
3208,11999,128
3209,12003,128
3210,12004,128
3221,12051,126
3222,12052,126
3223,12054,126
3224,12058,126
3225,12059,126
3226,12065,128
3227,12069,128
3228,12070,128
3239,12117,126
3240,12118,126
3241,12120,126
3242,12124,126
3243,12125,126
3244,12131,128
3245,12135,128
3246,12136,128
3257,12183,126
3258,12184,126
3259,12186,126
3260,12190,126
3261,12191,126
3262,12197,128
3263,12201,128
3264,12202,128
3275,12245,126
3276,12246,126
3277,12248,126
3278,12252,126
3279,12253,126
3280,12258,128
3281,12262,128
3282,12263,128
3293,12305,126
3294,12306,126
3295,12308,126
3296,12312,126
3297,12313,126
3298,12318,128
3299,12322,128
3300,12323,128
3311,12365,126
3312,12366,126
3313,12368,126
3314,12372,126
3315,12373,126
3316,12378,128
3317,12382,128
3318,12383,128
3329,12425,126
3330,12426,126
3331,12428,126
3332,12432,126
3333,12433,126
3334,12438,128
3335,12442,128
3336,12443,128
3347,12485,126
3348,12486,126
3349,12488,126
3350,12492,126
3351,12493,126
3352,12498,128
3353,12502,128
3354,12503,128
3365,12545,126
3366,12546,126
3367,12548,126
3368,12552,126
3369,12553,126
3370,12558,128
3371,12562,128
3372,12563,128
3383,12605,126
3384,12606,126
3385,12608,126
3386,12612,126
3387,12613,126
3388,12618,128
3389,12622,128
3390,12623,128
3401,12665,126
3402,12666,126
3403,12668,126
3404,12672,126
3405,12673,126
3406,12678,128
3407,12682,128
3408,12683,128
3419,12725,126
3420,12726,126
3421,12728,126
3422,12732,126
3423,12733,126
3424,12738,128
3425,12742,128
3426,12743,128
3437,12785,126
3438,12786,126
3439,12788,126
3440,12792,126
3441,12793,126
3442,12798,128
3443,12802,128
3444,12803,128
3455,12845,126
3456,12846,126
3457,12848,126
3458,12852,126
3459,12853,126
3460,12858,128
3461,12862,128
3462,12863,128
3473,12905,126
3474,12906,126
3475,12908,126
3476,12912,126
3477,12913,126
3478,12918,128
3479,12922,128
3480,12923,128
3491,12965,126
3492,12966,126
3493,12968,126
3494,12972,126
3495,12973,126
3496,12978,128
3497,12982,128
3498,12983,128
3509,13025,126
3510,13026,126
3511,13028,126
3512,13032,126
3513,13033,126
3514,13038,128
3515,13042,128
3516,13043,128
3527,13085,126
3528,13086,126
3529,13088,126
3530,13092,126
3531,13093,126
3532,13098,128
3533,13102,128
3534,13103,128
3545,13145,126
3546,13146,126
3547,13148,126
3548,13152,126
3549,13153,126
3550,13158,128
3551,13162,128
3552,13163,128
3563,13205,126
3564,13206,126
3565,13208,126
3566,13212,126
3567,13213,126
3568,13218,128
3569,13222,128
3570,13223,128
3581,13265,126
3582,13266,126
3583,13268,126
3584,13272,126
3585,13273,126
3586,13278,128
3587,13282,128
3588,13283,128
3599,13325,126
3600,13326,126
3601,13328,126
3602,13332,126
3603,13333,126
3604,13338,128
3605,13342,128
3606,13343,128
3617,13385,126
3618,13386,126
3619,13388,126
3620,13392,126
3621,13393,126
3622,13398,128
3623,13402,128
3624,13403,128
3635,13445,126
3636,13446,126
3637,13448,126
3638,13452,126
3639,13453,126
3640,13458,128
3641,13462,128
3642,13463,128
3653,13505,126
3654,13506,126
3655,13508,126
3656,13512,126
3657,13513,126
3658,13518,128
3659,13522,128
3660,13523,128
3671,13565,126
3672,13566,126
3673,13568,126
3674,13572,126
3675,13573,126
3676,13578,128
3677,13582,128
3678,13583,128
3689,13625,126
3690,13626,126
3691,13628,126
3692,13632,126
3693,13633,126
3694,13638,128
3695,13642,128
3696,13643,128
3707,13685,126
3708,13686,126
3709,13688,126
3710,13692,126
3711,13693,126
3712,13698,128
3713,13702,128
3714,13703,128
3725,13745,126
3726,13746,126
3727,13748,126
3728,13752,126
3729,13753,126
3730,13758,128
3731,13762,128
3732,13763,128
3743,13805,126
3744,13806,126
3745,13808,126
3746,13812,126
3747,13813,126
3748,13818,128
3749,13822,128
3750,13823,128
3761,13865,126
3762,13866,126
3763,13868,126
3764,13872,126
3765,13873,126
3766,13878,128
3767,13882,128
3768,13883,128
3779,13925,126
3780,13926,126
3781,13928,126
3782,13932,126
3783,13933,126
3784,13938,128
3785,13942,128
3786,13943,128
3797,13985,126
3798,13986,126
3799,13988,126
3800,13992,126
3801,13993,126
3802,13998,128
3803,14002,128
3804,14003,128
3815,14045,126
3816,14046,126
3817,14048,126
3818,14052,126
3819,14053,126
3820,14058,128
3821,14062,128
3822,14063,128
3833,14105,126
3834,14106,126
3835,14108,126
3836,14112,126
3837,14113,126
3838,14118,128
3839,14122,128
3840,14123,128
3851,14165,126
3852,14166,126
3853,14168,126
3854,14172,126
3855,14173,126
3856,14178,128
3857,14182,128
3858,14183,128
3869,14225,126
3870,14226,126
3871,14228,126
3872,14232,126
3873,14233,126
3874,14238,128
3875,14242,128
3876,14243,128
3887,14285,126
3888,14286,126
3889,14288,126
3890,14292,126
3891,14293,126
3892,14298,128
3893,14302,128
3894,14303,128
3905,14345,126
3906,14346,126
3907,14348,126
3908,14352,126
3909,14353,126
3910,14358,128
3911,14362,128
3912,14363,128
3923,14405,126
3924,14406,126
3925,14408,126
3926,14412,126
3927,14413,126
3928,14418,128
3929,14422,128
3930,14423,128
3941,14465,126
3942,14466,126
3943,14468,126
3944,14472,126
3945,14473,126
3946,14478,128
3947,14482,128
3948,14483,128
3959,14525,126
3960,14526,126
3961,14528,126
3962,14532,126
3963,14533,126
3964,14538,128
3965,14542,128
3966,14543,128
3977,14585,126
3978,14586,126
3979,14588,126
3980,14592,126
3981,14593,126
3982,14598,128
3983,14602,128
3984,14603,128
3995,14645,126
3996,14646,126
3997,14648,126
3998,14652,126
3999,14653,126
4000,14658,128
4001,14662,128
4002,14663,128
4013,14705,126
4014,14706,126
4015,14708,126
4016,14712,126
4017,14713,126
4018,14718,128
4019,14722,128
4020,14723,128
4031,14765,126
4032,14766,126
4033,14768,126
4034,14772,126
4035,14773,126
4036,14778,128
4037,14782,128
4038,14783,128
4049,14825,126
4050,14826,126
4051,14828,126
4052,14832,126
4053,14833,126
4054,14838,128
4055,14842,128
4056,14843,128
4067,14885,126
4068,14886,126
4069,14888,126
4070,14892,126
4071,14893,126
4072,14898,128
4073,14902,128
4074,14903,128
4085,14945,126
4086,14946,126
4087,14948,126
4088,14952,126
4089,14953,126
4090,14958,128
4091,14962,128
4092,14963,128
4103,15005,126
4104,15006,126
4105,15008,126
4106,15012,126
4107,15013,126
4108,15018,128
4109,15022,128
4110,15023,128
4121,15065,126
4122,15066,126
4123,15068,126
4124,15072,126
4125,15073,126
4126,15078,128
4127,15082,128
4128,15083,128
4139,15125,126
4140,15126,126
4141,15128,126
4142,15132,126
4143,15133,126
4144,15138,128
4145,15142,128
4146,15143,128
4157,15185,126
4158,15186,126
4159,15188,126
4160,15192,126
4161,15193,126
4162,15198,128
4163,15202,128
4164,15203,128
4175,15245,126
4176,15246,126
4177,15248,126
4178,15252,126
4179,15253,126
4180,15258,128
4181,15262,128
4182,15263,128
4193,15305,126
4194,15306,126
4195,15308,126
4196,15312,126
4197,15313,126
4198,15318,128
4199,15322,128
4200,15323,128
4211,15365,126
4212,15366,126
4213,15368,126
4214,15372,126
4215,15373,126
4216,15378,128
4217,15382,128
4218,15383,128
4227,15421,126
4228,15422,126
4229,15424,126
4230,15428,126
4231,15433,128
4232,15437,128
4241,15475,126
4242,15476,126
4243,15478,126
4244,15482,126
4245,15487,128
4246,15491,128
4255,15529,126
4256,15530,126
4257,15532,126
4258,15536,126
4259,15541,128
4260,15545,128
4269,15583,126
4270,15584,126
4271,15586,126
4272,15590,126
4273,15595,128
4274,15599,128
4283,15637,126
4284,15638,126
4285,15640,126
4286,15644,126
4287,15649,128
4288,15653,128
4297,15691,126
4298,15692,126
4299,15694,126
4300,15698,126
4301,15703,128
4302,15707,128
4311,15745,126
4312,15746,126
4313,15748,126
4314,15752,126
4315,15757,128
4316,15761,128
4325,15799,126
4326,15800,126
4327,15802,126
4328,15806,126
4329,15811,128
4330,15815,128
4339,15853,126
4340,15854,126
4341,15856,126
4342,15860,126
4343,15865,128
4344,15869,128
4353,15907,126
4354,15908,126
4355,15910,126
4356,15914,126
4357,15919,128
4358,15923,128
4367,15961,126
4368,15962,126
4369,15964,126
4370,15968,126
4371,15973,128
4372,15977,128
4381,16015,126
4382,16016,126
4383,16018,126
4384,16022,126
4385,16027,128
4386,16031,128
4395,16069,126
4396,16070,126
4397,16072,126
4398,16076,126
4399,16081,128
4400,16085,128
4409,16123,126
4410,16124,126
4411,16126,126
4412,16130,126
4413,16135,128
4414,16139,128
4423,16177,126
4424,16178,126
4425,16180,126
4426,16184,126
4427,16189,128
4428,16193,128
4437,16231,126
4438,16232,126
4439,16234,126
4440,16238,126
4441,16243,128
4442,16247,128
4451,16285,126
4452,16286,126
4453,16288,126
4454,16292,126
4455,16297,128
4456,16301,128
4465,16339,126
4466,16340,126
4467,16342,126
4468,16346,126
4469,16351,128
4470,16355,128
4479,16393,126
4480,16394,126
4481,16396,126
4482,16400,126
4483,16405,128
4484,16409,128
4493,16447,126
4494,16448,126
4495,16450,126
4496,16454,126
4497,16459,128
4498,16463,128
4507,16501,126
4508,16502,126
4509,16504,126
4510,16508,126
4511,16513,128
4512,16517,128
4521,16555,126
4522,16556,126
4523,16558,126
4524,16562,126
4525,16567,128
4526,16571,128
4535,16609,126
4536,16610,126
4537,16612,126
4538,16616,126
4539,16621,128
4540,16625,128
4549,16663,126
4550,16664,126
4551,16666,126
4552,16670,126
4553,16675,128
4554,16679,128
4563,16717,126
4564,16718,126
4565,16720,126
4566,16724,126
4567,16729,128
4568,16733,128
4577,16771,126
4578,16772,126
4579,16774,126
4580,16778,126
4581,16783,128
4582,16787,128
4589,16821,126
4590,16823,126
4591,16827,126
4592,16831,128
4593,16835,128
4600,16869,126
4601,16871,126
4602,16875,126
4603,16879,128
4604,16883,128
4611,16917,126
4612,16919,126
4613,16923,126
4614,16927,128
4615,16931,128
4622,16965,126
4623,16967,126
4624,16971,126
4625,16975,128
4626,16979,128
4633,17013,126
4634,17015,126
4635,17019,126
4636,17023,128
4637,17027,128
4642,17057,126
4643,17059,126
4644,17066,128
4649,17099,126
4650,17101,126
4651,17108,128
4656,17141,126
4657,17143,126
4658,17150,128
4663,17179,126
4664,17181,126
4665,17187,128
4670,17215,126
4671,17217,126
4672,17223,128
4677,17251,126
4678,17253,126
4679,17259,128
4684,17287,126
4685,17289,126
4686,17295,128
4691,17323,126
4692,17325,126
4693,17331,128
4698,17359,126
4699,17361,126
4700,17367,128
4705,17395,126
4706,17397,126
4707,17403,128
4712,17431,126
4713,17433,126
4714,17439,128
4719,17467,126
4720,17469,126
4721,17475,128
4726,17499,126
4727,17501,126
4728,17506,128
4733,17529,126
4734,17531,126
4735,17536,128
4740,17559,126
4741,17561,126
4742,17566,128
4747,17589,126
4748,17591,126
4749,17596,128
4754,17619,126
4755,17621,126
4756,17626,128
4761,17645,126
4762,17647,126
4763,17651,128
4768,17669,126
4769,17671,126
4770,17675,128
4775,17693,126
4776,17695,126
4777,17699,128
4782,17717,126
4783,17719,126
4784,17723,128
4789,17741,126
4790,17743,126
4791,17747,128
4796,17765,126
4797,17767,126
4798,17771,128
4803,17789,126
4804,17791,126
4805,17795,128
4810,17813,126
4811,17815,126
4812,17819,128
4817,17837,126
4818,17839,126
4819,17843,128
4824,17861,126
4825,17863,126
4826,17867,128
4831,17885,126
4832,17887,126
4833,17891,128
4838,17909,126
4839,17911,126
4840,17915,128
4845,17933,126
4846,17935,126
4847,17939,128
4852,17957,126
4853,17959,126
4854,17963,128
4859,17981,126
4860,17983,126
4861,17987,128
4866,18005,126
4867,18007,126
4868,18011,128
4873,18029,126
4874,18031,126
4875,18035,128
4880,18053,126
4881,18055,126
4882,18059,128
4887,18077,126
4888,18079,126
4889,18083,128
4894,18101,126
4895,18103,126
4896,18107,128
4901,18125,126
4902,18127,126
4903,18131,128
4908,18149,126
4909,18151,126
4910,18155,128
4915,18173,126
4916,18175,126
4917,18179,128
4922,18197,126
4923,18199,126
4924,18203,128
4929,18217,126
4930,18219,126
4931,18222,128
4936,18235,126
4937,18237,126
4938,18240,128
4943,18253,126
4944,18255,126
4945,18258,128
4950,18271,126
4951,18273,126
4952,18276,128
4957,18289,126
4958,18291,126
4959,18294,128
4964,18307,126
4965,18309,126
4966,18312,128
4971,18325,126
4972,18327,126
4973,18330,128
4978,18343,126
4979,18345,126
4980,18348,128
4985,18361,126
4986,18363,126
4987,18366,128
4992,18379,126
4993,18381,126
4994,18384,128
4999,18393,126
5000,18394,126
5001,18396,128
5006,18405,126
5007,18406,126
5008,18408,128
5013,18417,126
5014,18418,126
5015,18420,128
5020,18429,126
5021,18430,126
5022,18432,128
5027,18441,126
5028,18442,126
5029,18444,128
5034,18453,126
5035,18454,126
5036,18456,128
5041,18465,126
5042,18466,126
5043,18468,128
5046,18473,126
5047,18474,128
5050,18479,126
5051,18480,128
5054,18485,126
5055,18486,128
5058,18491,126
5059,18492,128
5062,18497,126
5063,18498,128
5066,18503,126
5067,18504,128
5070,18509,126
5071,18510,128
5074,18515,126
5075,18516,128
5078,18521,126
5079,18522,128
5082,18527,126
5083,18528,128
5086,18533,126
5087,18534,128
5090,18539,126
5091,18540,128
5094,18545,126
5095,18546,128
5098,18551,126
5099,18552,128
5102,18557,126
5103,18558,128
5106,18563,126
5107,18564,128
5110,18569,126
5111,18570,128
5114,18575,126
5115,18576,128
5118,18581,126
5119,18582,128
5122,18587,126
5123,18588,128
5126,18593,126
5127,18594,128
5130,18599,126
5131,18600,128
5134,18605,126
5135,18606,128
5138,18611,126
5139,18612,128
5142,18617,126
5143,18618,128
5146,18623,126
5147,18624,128
5150,18629,126
5151,18630,128
5154,18635,126
5155,18636,128
5158,18641,126
5159,18642,128
5162,18647,126
5163,18648,128
5166,18653,126
5167,18654,128
5170,18659,126
5171,18660,128
5174,18665,126
5175,18666,128
5178,18671,126
5179,18672,128
5182,18677,126
5183,18678,128
5186,18683,126
5187,18684,128
5202,18753,135
5203,18754,135
5204,18756,135
5205,18757,135
5206,18762,135
5207,18763,135
5208,18765,135
5209,18766,135
5210,18768,135
5211,18769,135
5212,18774,135
5213,18775,135
5214,18777,135
5215,18778,135
5216,18780,135
5217,18781,135
5218,18786,135
5219,18787,135
5220,18789,135
5221,18791,135
5222,18792,135
5223,18797,135
5224,18798,135
5225,18814,136
5226,18815,136
5227,18816,136
5228,18821,136
5229,18822,136
5230,18824,136
5231,18828,136
5232,18829,136
5233,18833,136
5234,18834,136
5235,18835,136
5236,18836,136
5237,18846,137
5238,18847,137
5239,18850,137
5240,18869,138
5241,18870,138
5242,18871,138
5243,18872,138
5244,18876,138
5245,18877,138
5246,18879,138
5247,18880,138
5248,18881,138
5249,18882,138
5250,18885,138
5251,18886,138
5252,18888,138
5253,18889,138
5254,18890,138
5255,18894,138
5256,18895,138
5257,18897,138
5258,18898,138
5259,18899,138
5260,18903,138
5261,18905,138
5262,18906,138
5263,18908,138
5264,18912,138
5265,18914,138
5266,18915,138
5267,18917,138
5268,18921,138
5269,18923,138
5270,18925,138
5271,18928,138
5272,18930,138
5273,18937,137
5274,18938,137
5275,18940,137
5276,18941,137
5277,18945,137
5278,18948,137
5279,18950,137
5280,18951,137
5281,18952,137
5282,18953,137
5283,18954,137
5284,18959,137
5285,18960,137
5286,18962,137
5287,18963,137
5288,18965,137
5289,18966,137
5290,18968,137
5291,18969,137
5292,18971,137
5293,18972,137
5294,18977,137
5295,18978,137
5296,18981,137
5297,18982,137
5298,18984,137
5299,18985,137
5300,18987,137
5301,18990,137
5302,18991,137
5303,18993,137
5304,18996,137
5305,18999,137
5306,19000,137
5307,19002,137
5308,19003,137
5309,19007,137
5310,19010,137
5311,19012,137
5312,19014,137
5313,19015,137
5314,19018,137
5315,19022,137
5316,19024,137
5317,19025,137
5318,19028,137
5319,19032,137
5320,19036,137
5321,19038,137
5322,19042,137
5323,19043,137
5324,19045,137
5325,19046,137
5326,19049,137
5327,19050,137
5328,19065,140
5329,19066,140
5330,19068,140
5331,19069,140
5332,19074,140
5333,19075,140
5334,19113,103
5335,19114,103
5336,19116,103
5337,19117,103
5338,19122,103
5339,19123,103
5340,19124,103
5341,19125,103
5342,19127,103
5343,19128,103
5344,19131,103
5345,19132,103
5346,19133,103
5347,19134,103
5348,19136,103
5349,19137,103
5350,19140,103
5351,19141,103
5352,19142,103
5353,19143,103
5354,19145,103
5355,19146,103
5356,19149,103
5357,19150,103
5358,19151,103
5359,19152,103
5360,19154,103
5361,19155,103
5362,19158,103
5363,19159,103
5364,19160,103
5365,19161,103
5366,19163,103
5367,19164,103
5368,19167,103
5369,19168,103
5370,19169,103
5371,19170,103
5372,19171,103
5373,19173,103
5374,19174,103
5375,19176,103
5376,19178,103
5377,19180,103
5378,19182,103
5379,19184,103
5380,19186,103
5381,19188,103
5419,23,141
5420,24,141
5421,27,141
5422,28,141
5423,29,141
5424,30,141
5425,31,141
5426,32,141
5427,35,141
5428,36,141
5429,42,145
5430,43,145
5431,46,145
5432,47,145
5433,48,145
5434,49,145
5435,50,145
5436,51,145
5437,54,145
5438,55,145
5439,60,143
5440,61,143
5441,64,143
5442,65,143
5443,66,143
5444,67,143
5445,68,143
5446,69,143
5447,72,143
5448,73,143
5449,96,144
5450,97,144
5451,100,144
5452,101,144
5453,102,144
5454,103,144
5455,104,144
5456,105,144
5457,108,144
5458,109,144
5459,114,145
5460,115,145
5461,118,145
5462,119,145
5463,120,145
5464,121,145
5465,122,145
5466,123,145
5467,126,145
5468,127,145
5469,170,146
5470,171,146
5471,174,146
5472,175,146
5473,176,146
5474,177,146
5475,178,146
5476,179,146
5477,182,146
5478,183,146
5479,188,147
5480,189,147
5481,192,147
5482,193,147
5483,194,147
5484,195,147
5485,196,147
5486,197,147
5487,200,147
5488,201,147
5489,226,148
5490,227,148
5491,230,148
5492,231,148
5493,232,148
5494,233,148
5495,234,148
5496,235,148
5497,238,148
5498,239,148
5499,244,149
5500,245,149
5501,248,149
5502,249,149
5503,250,149
5504,251,149
5505,252,149
5506,253,149
5507,256,149
5508,257,149
5509,280,150
5510,281,150
5511,284,150
5512,285,150
5513,286,150
5514,287,150
5515,288,150
5516,289,150
5517,292,150
5518,293,150
5519,298,151
5520,299,151
5521,302,151
5522,303,151
5523,304,151
5524,305,151
5525,306,151
5526,307,151
5527,310,151
5528,311,151
5529,316,152
5530,317,152
5531,320,152
5532,321,152
5533,322,152
5534,323,152
5535,324,152
5536,325,152
5537,328,152
5538,329,152
5539,352,153
5540,353,153
5541,356,153
5542,357,153
5543,358,153
5544,359,153
5545,360,153
5546,361,153
5547,364,153
5548,365,153
5549,370,154
5550,371,154
5551,374,154
5552,375,154
5553,376,154
5554,377,154
5555,378,154
5556,379,154
5557,382,154
5558,383,154
5559,426,155
5560,427,155
5561,430,155
5562,431,155
5563,432,155
5564,433,155
5565,434,155
5566,435,155
5567,438,155
5568,439,155
5569,445,156
5570,446,156
5571,449,156
5572,450,156
5573,451,156
5574,452,156
5575,453,156
5576,454,156
5577,455,156
5578,458,156
5579,459,156
5580,506,157
5581,507,157
5582,508,157
5583,509,157
5584,514,157
5585,515,157
5586,516,157
5587,517,157
5588,518,157
5589,519,157
5590,520,157
5591,521,157
5592,522,157
5593,523,157
5594,524,157
5595,525,157
5596,530,157
5597,531,157
5598,532,157
5599,533,157
5600,535,158
5601,545,159
5602,546,159
5603,547,159
5604,548,159
5605,553,159
5606,554,159
5607,555,159
5608,556,159
5609,557,159
5610,558,159
5611,559,159
5612,560,159
5613,561,159
5614,562,159
5615,563,159
5616,564,159
5617,565,159
5618,570,159
5619,571,159
5620,572,159
5621,573,159
5622,583,160
5623,584,160
5624,585,160
5625,586,160
5626,591,160
5627,592,160
5628,593,160
5629,594,160
5630,595,160
5631,596,160
5632,597,160
5633,598,160
5634,599,160
5635,600,160
5636,601,160
5637,602,160
5638,603,160
5639,608,160
5640,609,160
5641,610,160
5642,611,160
5643,656,22
5644,657,22
5645,658,22
5646,659,22
5647,664,22
5648,665,22
5649,666,22
5650,667,22
5651,668,22
5652,669,22
5653,670,22
5654,671,22
5655,672,22
5656,673,22
5657,674,22
5658,675,22
5659,680,22
5660,681,22
5661,682,22
5662,683,22
5663,728,161
5664,729,161
5665,730,161
5666,731,161
5667,736,161
5668,737,161
5669,738,161
5670,739,161
5671,740,161
5672,741,161
5673,742,161
5674,743,161
5675,744,161
5676,745,161
5677,746,161
5678,747,161
5679,752,161
5680,753,161
5681,754,161
5682,755,161
5683,764,162
5684,765,162
5685,766,162
5686,767,162
5687,772,162
5688,773,162
5689,774,162
5690,775,162
5691,776,162
5692,777,162
5693,778,162
5694,779,162
5695,780,162
5696,781,162
5697,782,162
5698,783,162
5699,788,162
5700,789,162
5701,790,162
5702,791,162
5703,796,163
5704,797,163
5705,798,163
5706,799,163
5707,802,163
5708,803,163
5709,848,164
5710,849,164
5711,850,164
5712,851,164
5713,856,164
5714,857,164
5715,858,164
5716,859,164
5717,860,164
5718,861,164
5719,862,164
5720,863,164
5721,864,164
5722,865,164
5723,866,164
5724,867,164
5725,872,164
5726,873,164
5727,874,164
5728,875,164
5729,884,165
5730,885,165
5731,886,165
5732,887,165
5733,892,165
5734,893,165
5735,894,165
5736,895,165
5737,898,165
5738,899,165
5739,900,165
5740,901,165
5741,902,165
5742,903,165
5743,908,165
5744,909,165
5745,910,165
5746,911,165
5747,893,166
5748,896,166
5749,897,166
5750,903,166
5751,910,166
5752,911,166
5753,952,167
5754,953,167
5755,956,167
5756,957,167
5757,958,167
5758,959,167
5759,960,167
5760,961,167
5761,964,167
5762,965,167
5763,970,169
5764,971,169
5765,974,169
5766,975,169
5767,976,169
5768,977,169
5769,978,169
5770,979,169
5771,982,169
5772,983,169
5773,988,168
5774,989,168
5775,992,168
5776,993,168
5777,994,168
5778,995,168
5779,996,168
5780,997,168
5781,1000,168
5782,1001,168
5783,1006,170
5784,1007,170
5785,1010,170
5786,1011,170
5787,1012,170
5788,1013,170
5789,1014,170
5790,1015,170
5791,1018,170
5792,1019,170
5793,1042,171
5794,1043,171
5795,1046,171
5796,1047,171
5797,1048,171
5798,1049,171
5799,1050,171
5800,1051,171
5801,1054,171
5802,1055,171
5803,1058,172
5804,1100,173
5805,1101,173
5806,1104,173
5807,1105,173
5808,1106,173
5809,1107,173
5810,1108,173
5811,1109,173
5812,1112,173
5813,1113,173
5814,1118,173
5815,1119,173
5816,1121,173
5817,1122,173
5818,1123,173
