,SUBS,EQU,COMP,EQUI,COMP,PARTE ,TIPO,CRIT,SIGLA,TAG,,,VE,R1,I1,M1,TO,CT,LAA,M1,R1,TO,CT,LAA,VH,EIR,EOB,EAO,ELB,TMC,BL,M1,R1,TO,CT,LAA,R1,I1,M1,TO,CT,LAA,VH,ESJ,ETR,EBH,EVI,TMC S1,TMC S2,NA,R1,I1,M1,TO,CT,LAA,M1,R1,TO,CT,LAA,VH,ECN,EAR,EPE,EVI,TMC,CE,R1,M1,TO,CT,LAA,R1,M1,R2,TO,CT1,CT2,LAA,VH,ELI,EPT,ETR,EEP,TMC,CA,R1,M1,CT,TO,LAA,VH,EVL,EBU,TMC,PL,M1,I1,R1,TO,CT,LAA,VH,E16,EFM,EMR,TMC,
,,,,,,Nota. No eliminar ninguna columna.,,,,Cantidad Equipos:,,2719,,S2,S2,S2,S2,S2,S2,S1,S1,S1,S1,S1,LIN,EDF,EDF,EDF,EDF,,,S1,S1,S1,S1,S1,S2,S2,S2,S2,S2,S2,LIN,EDF,EDF,EDF,EDF,,,,S1,S1,S1,S1,S1,S1,S2,S2,S2,S2,S2,LIN,EDF,EDF,EDF,EDF,,,S1,S1,S1,S1,S1,S2,S2,S2,S2,S2,S2,S2,LIN,EDF,EDF,EDF,EDF,,,S1,S1,S1,S1,S1,LIN,EDF,EDF,,,S1,S1,S1,S1,S1,S1,LIN,EDF,EDF,EDF,,
,,,,,,,,,,Cantidad Analisis:,,20,VE,R1,I1,M1,TO,CT,LAA,M1,R1,TO,CT,LAA,VH,EIR,EOB,EAO,ELB,,BL,M1,R1,TO,CT,LAA,R1,I1,M1,TO,CT,LAA,VH,ESJ,ETR,EBH,EVI,,,NA,R1,I1,M1,TO,CT,LAA,M1,R1,TO,CT,LAA,VH,ECN,EAR,EPE,EVI,,CE,R1,M1,TO,CT,LAA,R1,M1,R2,TO,CT,CT,LAA,VH,ELI,EPT,ETR,EEP,,CA,R1,M1,CT,TO,LAA,VH,EVL,EBU,,PL,M1,I1,R1,TO,CT,LAA,VH,E16,EFM,EMR,,
Sist,Subs,Equ,Comp,Equipo,Componente,Parte,Tipo_equipo,Criticidad,Sigla,Tag,Plan,AMEF,VE,VE-S2-R1,VE-S2-I1,VE-S2-M1,VE-S2-TO,VE-S2-CT,VE-S2-LAA,VE-S1-M1,VE-S1-R1,VE-S1-TO,VE-S1-CT,VE-S1-LAA,VE-LIN-VH,VE-EDF-EIR,VE-EDF-EOB,VE-EDF-EAO,VE-EDF-ELB,VE-S2-I1-TMC,BL,BL-S1-M1,BL-S1-R1,BL-S1-TO,BL-S1-CT,BL-S1-LAA,BL-S2-R1,BL-S2-I1,BL-S2-M1,BL-S2-TO,BL-S2-CT,BL-S2-LAA,BL-LIN-VH,BL-EDF-ESJ,BL-EDF-ETR,BL-EDF-EBH,BL-EDF-EVI,BL-S1-M1-TMC,BL-S2-M1-TMC,NA,NA-S1-R1,NA-S1-I1,NA-S1-M1,NA-S1-TO,NA-S1-CT,NA-S1-LAA,NA-S2-M1,NA-S2-R1,NA-S2-TO,NA-S2-CT,NA-S2-LAA,NA-LIN-VH,NA-EDF-ECN,NA-EDF-EAR,NA-EDF-EPE,NA-EDF-EVI,NA-S1-R1-TMC,CE,CE-S1-R1,CE-S1-M1,CE-S1-TO,CE-S1-CT,CE-S1-LAA,CE-S2-R1,CE-S2-M1,CE-S2-R2,CE-S2-TO,CE-S2-CT,CE-S2-CT,CE-S2-LAA,CE-LIN-VH,CE-EDF-ELI,CE-EDF-EPT,CE-EDF-ETR,CE-EDF-EEP,CE-S1-R1-TMC,CA,CA-S1-R1,CA-S1-M1,CA-S1-CT,CA-S1-TO,CA-S1-LAA,CA-LIN-VH,CA-EDF-EVL,CA-EDF-EBU,CA-S1-M1-TMC,PL,PL-S1-M1,PL-S1-I1,PL-S1-R1,PL-S1-TO,PL-S1-CT,PL-S1-LAA,PL-LIN-VH,PL-EDF-E16,PL-EDF-EFM,PL-EDF-EMR,PL-S1-I1-TMC,
ACC,,,,ACCIONAMIENTO,,,Sistema,,ACC,,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACC,PRI,,,ACCIONAMIENTO PRINCIPAL,,,Subsistema,,PRI,,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACC,PRI,MEPA,,MOTOR ELÉCTRICO PRINCIPAL ACOPLADO,,,Equipo,MUY ALTA,MEPA,ACC-PRI-MEPA,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ACC,PRI,MEPA,MEL,,MOTOR ELECTRICO,,Componente,MUY ALTA,MEL,ACC-PRI-MEPA-MEL,MOTOR ELECTRICO PRINCIPAL (LBD),TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ACC,PRI,MEPA,RM,,REFRIGERACION DE MOTOR,,Componente,MUY ALTA,RM,ACC-PRI-MEPA-RM,REFRIGERACION DE MOTOR RESPALDO (LBD),TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ACC,PRI,MEPA,ECM,,ELEMENTOS DE CONTROL DEL MOTOR,,Componente,MUY ALTA,ECM,ACC-PRI-MEPA-ECM,ELEMENTOS DE CONTROL DEL MOTOR (LBD),TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ACC,PRI,MEPR,,MOTOR ELÉCTRICO PRINCIPAL RESPALDO,,,Equipo,ALTA,MEPR,ACC-PRI-MEPR,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
